Date,MKT,SMB,HML,MOM,RF
20190403,0.27,0.2,-0.37,-0.12,0.01
20190404,0.19,0.21,0.95,-1.31,0.01
20190405,0.52,0.51,-0.02,-0.67,0.01
20190408,0.08,-0.3,0.12,-0.18,0.01
20190409,-0.65,-0.59,-0.08,0.97,0.01
20190410,0.48,0.94,-0.06,-0.16,0.01
20190411,0,-0.34,0.43,-0.08,0.01
20190412,0.65,-0.52,0.69,-1.08,0.01
20190415,-0.09,-0.21,-0.59,0.82,0.01
20190416,0.13,0.15,0.63,-0.88,0.01
20190417,-0.32,-0.68,0.78,-0.8,0.01
20190418,0.11,-0.26,-0.47,-0.07,0.01
20190422,0.11,-0.44,-0.56,0.21,0.01
20190423,0.97,0.73,-0.58,0.27,0.01
20190424,-0.23,0.31,-0.22,0.42,0.01
20190425,-0.14,-0.71,-0.26,1.38,0.01
20190426,0.53,0.43,0.05,0.19,0.01
20190429,0.18,0.11,0.61,-0.45,0.01
20190430,-0.04,-0.69,0.25,0.36,0.01
20190501,-0.83,-0.1,-0.06,0.49,0.009
20190502,-0.16,0.49,-0.49,0.49,0.009
20190503,1.13,0.95,-0.27,-0.26,0.009
20190506,-0.39,0.62,-0.45,0.25,0.009
20190507,-1.69,-0.29,0.53,0.38,0.009
20190508,-0.21,-0.15,-0.3,0.16,0.009
20190509,-0.28,0.08,0.09,0.6,0.009
20190510,0.35,-0.36,0.11,0.66,0.009
20190513,-2.67,-0.73,0.36,0.99,0.009
20190514,0.93,0.4,-0.03,-0.59,0.009
20190515,0.58,0.04,-0.94,0.47,0.009
20190516,0.91,-0.41,-0.24,0.42,0.009
20190517,-0.73,-0.81,0.35,0.48,0.009
20190520,-0.65,-0.23,0.79,0.35,0.009
20190521,0.9,0.41,-0.34,-0.63,0.009
20190522,-0.4,-0.49,-0.63,1.37,0.009
20190523,-1.37,-0.7,-0.23,1.19,0.009
20190524,0.23,0.51,0.29,0.09,0.009
20190528,-0.78,0.27,-0.6,1.06,0.009
20190529,-0.71,-0.27,0.44,-0.42,0.009
20190530,0.14,-0.29,-0.78,1.44,0.009
20190531,-1.37,-0.15,-0.21,0.61,0.009
20190603,-0.4,0.4,1.44,-0.64,0.009
20190604,2.33,0.45,-0.17,-1.11,0.009
20190605,0.69,-1.01,-0.91,1.76,0.009
20190606,0.55,-1.02,-0.01,0.69,0.009
20190607,1.04,-0.01,-1.15,0.36,0.009
20190610,0.53,0,-0.07,-0.33,0.009
20190611,-0.12,-0.26,0.59,-0.5,0.009
20190612,-0.2,0.36,-0.89,1.46,0.009
20190613,0.52,0.66,-0.01,-1.47,0.009
20190614,-0.27,-0.75,0.3,0.91,0.009
20190617,0.15,0.61,-1.08,-0.25,0.009
20190618,1.04,0.2,0.19,-0.95,0.009
20190619,0.32,0.11,-0.59,0.73,0.009
20190620,0.89,-0.36,-0.23,-0.32,0.009
20190621,-0.21,-0.45,-0.07,-0.14,0.009
20190624,-0.34,-0.92,0.15,0.74,0.009
20190625,-0.98,0.34,0.74,-0.42,0.009
20190626,-0.06,-0.06,0.22,-1.96,0.009
20190627,0.6,1.41,-0.09,-0.06,0.009
20190628,0.68,0.65,0.61,-0.53,0.009
20190701,0.75,-0.54,-0.18,0.37,0.009
20190702,0.14,-0.81,-0.79,1.8,0.009
20190703,0.78,-0.07,-0.31,0.26,0.009
20190705,-0.1,0.17,0.89,-0.25,0.009
20190708,-0.58,-0.44,0.03,0.6,0.009
20190709,0.18,-0.15,-0.53,0.3,0.009
20190710,0.4,-0.16,-0.39,-0.13,0.009
20190711,0.19,-0.8,0.03,0.31,0.009
20190712,0.53,0.19,0.44,-0.9,0.009
20190715,-0.04,-0.38,-0.99,0.73,0.009
20190716,-0.32,0.33,0.15,0.15,0.009
20190717,-0.64,-0.14,-0.68,0.81,0.009
20190718,0.35,-0.32,-0.03,0.31,0.009
20190719,-0.56,0.14,0.89,-1.02,0.009
20190722,0.25,-0.43,-0.5,0.24,0.009
20190723,0.65,-0.21,0.82,-0.76,0.009
20190724,0.66,0.75,0.83,-0.76,0.009
20190725,-0.63,-0.7,-0.21,1.51,0.009
20190726,0.82,0.39,-0.21,0.24,0.009
20190729,-0.32,-0.33,-0.46,0.38,0.009
20190730,-0.17,1.31,0.85,-1.41,0.009
20190731,-1.09,0.15,0.53,0.09,0.009
20190801,-1.04,-0.47,-1.94,2.55,0.007
20190802,-0.87,-0.31,0.04,0.31,0.007
20190805,-3.07,-0.02,-0.02,0.5,0.007
20190806,1.29,-0.43,-0.56,1.1,0.007
20190807,0.07,0.06,-0.87,0.42,0.007
20190808,1.97,0.08,-0.29,0.22,0.007
20190809,-0.78,-0.38,-0.37,1.25,0.007
20190812,-1.32,0.28,-0.28,0.58,0.007
20190813,1.47,-0.15,-0.54,0.05,0.007
20190814,-2.95,0.21,-0.53,1.39,0.007
20190815,0.16,-0.62,-0.58,1.24,0.007
20190816,1.55,0.53,0.66,-1.1,0.007
20190819,1.14,-0.01,0.29,-1.22,0.007
20190820,-0.75,0.3,-0.51,0.39,0.007
20190821,0.85,0.04,-0.32,-0.06,0.007
20190822,-0.1,-0.55,0.52,0,0.007
20190823,-2.66,-0.55,-0.21,0.99,0.007
20190826,1.08,-0.02,-0.21,0.45,0.007
20190827,-0.46,-0.87,-0.68,0.92,0.007
20190828,0.68,0.47,0.62,-0.92,0.007
20190829,1.35,0.31,0.34,-0.93,0.007
20190830,0.03,-0.38,0.26,-0.25,0.007
20190903,-0.86,-0.95,0.09,0.54,0.009
20190904,1.08,-0.22,0.43,-0.93,0.009
20190905,1.42,0.41,0.7,-2.03,0.009
20190906,-0.02,-0.37,0.06,-0.42,0.009
20190909,0.08,0.74,3.08,-3.81,0.009
20190910,0.17,1.03,1.22,-3.2,0.009
20190911,0.88,1.32,-0.01,-0.47,0.009
20190912,0.22,-0.28,-0.22,0.97,0.009
20190913,-0.01,0.01,0.76,-0.69,0.009
20190916,-0.23,0.94,0.5,-1.93,0.009
20190917,0.17,-0.6,-1.23,2.44,0.009
20190918,-0.05,-0.73,0.02,1.04,0.009
20190919,-0.05,-0.43,-0.46,0.56,0.009
20190920,-0.48,0.31,0.14,0.05,0.009
20190923,-0.02,-0.18,0.52,-0.15,0.009
20190924,-1.01,-0.73,-0.02,1.19,0.009
20190925,0.69,0.36,0.56,-0.6,0.009
20190926,-0.41,-0.96,0.11,0.83,0.009
20190927,-0.62,-0.35,0.88,-0.66,0.009
20190930,0.5,-0.14,-0.49,0.26,0.009
20191001,-1.31,-0.46,-0.62,1.15,0.007
20191002,-1.73,0.87,-0.4,0.82,0.007
20191003,0.8,-0.22,-0.91,-0.22,0.007
20191004,1.39,-0.49,-0.1,0.93,0.007
20191007,-0.41,0.17,-0.06,-0.16,0.007
20191008,-1.61,-0.14,-0.1,0.68,0.007
20191009,0.92,-0.53,-0.1,0.41,0.007
20191010,0.6,-0.4,0.29,-0.36,0.007
20191011,1.23,0.48,0.21,-1.18,0.007
20191014,-0.18,-0.33,-0.05,0.2,0.007
20191015,1.03,0.25,-0.24,-0.31,0.007
20191016,-0.24,0.41,0.19,-0.18,0.007
20191017,0.37,0.8,-0.28,-0.11,0.007
20191018,-0.48,-0.38,0.89,0.46,0.007
20191021,0.71,0.17,0.34,-0.45,0.007
20191022,-0.34,0.22,0.91,-2.1,0.007
20191023,0.26,-0.09,0.24,-0.71,0.007
20191024,0.26,-0.25,-0.92,1.07,0.007
20191025,0.5,0.28,0.12,-0.8,0.007
20191028,0.62,0.25,-0.22,-0.09,0.007
20191029,-0.13,0.29,0.42,-0.1,0.007
20191030,0.27,-0.38,-1.2,0.98,0.007
20191031,-0.38,-0.26,-0.41,0.48,0.007
