Date,Volume,Close,Average
07/05/18,10181100,102.480003,102.2000005
08/05/18,14229500,101.790001,101.7399975
09/05/18,18345700,99.970001,100.785
10/05/18,8927300,101.68,101.1850015
11/05/18,7036000,102.07,101.7350005
14/05/18,9891900,102.440002,102.7350005
15/05/18,5762400,102.919998,102.709999
16/05/18,8111600,105.040001,104.0950015
17/05/18,7320600,104.339996,104.7849995
18/05/18,5427300,103.93,104.1749995
21/05/18,5848700,104.059998,104.1450005
22/05/18,6971600,104.07,104.739998
23/05/18,8046600,102.889999,102.704998
24/05/18,7474100,102.110001,102.035
25/05/18,6982700,102.199997,102.4850005
29/05/18,11270400,99.690002,100.5149995
30/05/18,7216400,99.980003,99.9850005
31/05/18,9620000,99.470001,99.4749985
01/06/18,6847700,99.360001,99.625
04/06/18,6598000,100.239998,100.0999985
05/06/18,5974400,99.940002,100.1450005
06/06/18,7833000,101.910004,100.850002
07/06/18,7559200,102.470001,102.3849985
08/06/18,7090300,103.980003,102.91
11/06/18,8175000,104.349998,104.2700005
12/06/18,9215300,104.330002,104.59
13/06/18,22009400,106.309998,105.2749975
14/06/18,18068700,108.75,107.9699975
15/06/18,16169200,108.849998,108.634998
18/06/18,9288600,107.059998,106.9900015
19/06/18,8869500,106.099998,106.375
20/06/18,18625900,107.150002,106.855
21/06/18,7707800,105.889999,106.5200005
22/06/18,8959100,106.339996,106.3050005
25/06/18,7995800,104.449997,104.91
26/06/18,6550000,104.260002,104.3100015
27/06/18,8803300,103.959999,104.68
28/06/18,6303600,104.769997,104.4000015
29/06/18,6774000,104.809998,105.165001
02/07/18,5488900,105.330002,104.6350025
03/07/18,2406300,104.040001,104.7249985
05/07/18,6202800,105.339996,105.014999
06/07/18,4134500,104.779999,104.540001
09/07/18,4725200,106.019997,105.41
10/07/18,4213600,106.029999,105.700001
11/07/18,11753800,108.040001,107.329998
12/07/18,5931400,108.25,108.5099985
13/07/18,8188800,110,108.950001
16/07/18,8245900,110.199997,109.609997
17/07/18,9075900,110.300003,111.3549995
18/07/18,6414100,110.690002,110.355
19/07/18,17796800,112.129997,112.9900015
20/07/18,11787900,111.480003,111.5149995
23/07/18,5447800,111.089996,110.7749975
24/07/18,5648800,110.699997,111.215
25/07/18,6756800,111.18,110.5249975
26/07/18,9466400,113.510002,113.119999
27/07/18,5717000,112.620003,112.9850005
30/07/18,5199300,112.629997,112.6949995
31/07/18,8421200,113.559998,113.205002
01/08/18,6466600,112.970001,113.209999
02/08/18,4027300,112.75,112.5
03/08/18,4747500,114.089996,113.25
06/08/18,12715600,115.940002,115.5
07/08/18,15466900,116.559998,117.07
08/08/18,11722900,113.980003,115.155003
09/08/18,7042000,114.160004,113.8050005
10/08/18,5740200,112.68,113.1000025
13/08/18,6080900,112.120003,112.2799985
